Price,$ per sqr meter,Boat Type,Manufacturer,Type,Year Built,Length,Width,Meter Squared,Material,Location,Number of views last 7 days,Latitude,Longitude
1263220,11842.00658,Motor Yacht,Sessa power boats,"Used boat,Diesel",2012,21.04,5.07,106.6728,GRP,Croatia (Hrvatska) Ã‚Â» Kroatien,59,45.1,15.2
1254890,13871.47587,Motor Yacht,BÃƒÂ©nÃƒÂ©teau power boats,"Display Model,Diesel",2019,18.35,4.93,90.4655,GRP,Germany Ã‚Â» Schleswig-Holstein Ã‚Â» Flensburg,104,54.7937431,9.4469964
1249500,10044.53519,Motor Yacht,Ferretti power boats,"Used boat,Diesel",2009,22.7,5.48,124.396,GRP,Italy,102,41.87194,12.56738
1244600,12759.00388,Motor Yacht,Sessa power boats,"Used boat,Diesel",2012,19.24,5.07,97.5468,GRP,Croatia (Hrvatska) Ã‚Â» INFO BOOTE RIEDL,144,46.6019769,14.3093705
1150000,14398.84809,Flybridge,Sunseeker power boats,"Used boat,Diesel",2018,17.25,4.63,79.8675,GRP,Spain Ã‚Â» Alicante,86,38.3459963,-0.4906855
1208307,14484.62,Flybridge,Cranchi power boats,new boat from stock,2018,17.2,4.85,83.42,GRP,Netherlands Ã‚Â» onbekend,71,52.132633,5.291266
1100000,14774.71911,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2018,16.15,4.61,74.4515,GRP,France Ã‚Â» La Napoule,62,43.546232,6.938309
1179871,14021.04575,Trawler,Cranchi power boats,new boat from stock,2020,17,4.95,84.15,GRP,Netherlands Ã‚Â» In verkoophaven,96,52.132633,5.291266
1176000,8942.877371,Motor Yacht,Filippetti power boats,"Used boat,Diesel",2008,23.03,5.71,131.5013,GRP,Turkey,32,38.963745,35.243322
1176000,7781.019869,Mega Yacht,Sanlorenzo power boats,"Used boat,Diesel",2007,23.99,6.3,151.137,GRP,Italy Ã‚Â» Castellammare di Stabia,76,40.6957862,14.4828435
1176000,11962.89063,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,19.2,5.12,98.304,GRP,Spain Ã‚Â» Sant Feliu de GuÃƒÂ­xols,54,41.3979911,2.0518154
1171100,11153.33333,Flybridge,Selene power boats,"Used boat,Diesel",2008,21,5,105,GRP,Greece,63,39.074208,21.824312
1166200,10932.49638,Motor Yacht,Sessa power boats,"Used boat,Diesel",2012,21.04,5.07,106.6728,GRP,Croatia (Hrvatska),149,45.1,15.2
1166200,9414.610164,Trawler,Selene power boats,"Used boat,Diesel",2008,21.77,5.69,123.8713,GRP,Slovenia Ã‚Â» Greece,66,39.074208,21.824312
1160898,12924.42831,Motor Yacht,Cranchi power boats,new boat from stock,2017,18.52,4.85,89.822,GRP,Netherlands Ã‚Â» onbekend,110,52.132633,5.291266
1156400,13843.1335,Motor Yacht,Princess power boats,"Used boat,Diesel",2017,18.16,4.6,83.536,GRP,Italy Ã‚Â» Nord Adria,84,41.87194,12.56738
1156400,11854.82251,Motor Yacht,Sessa power boats,"Used boat,Diesel",2013,19.24,5.07,97.5468,GRP,Italy Ã‚Â» Tirreno Meer,66,41.87194,12.56738
1151500,13387.97814,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2015,18.3,4.7,86.01,GRP,Spain Ã‚Â» Santa Ponca,57,39.5029445,2.4715422
1050000,10594.20366,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2012,19.51,5.08,99.1108,GRP,Croatia (Hrvatska) Ã‚Â» Split,27,45.1,15.2
1049000,12794.80499,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2016,17.37,4.72,81.9864,GRP,Spain Ã‚Â» Moraira,49,38.6889452,0.1325342
1049000,12236.37551,Hardtop,Sunseeker power boats,"Used boat,Diesel",2016,18.24,4.7,85.728,GRP,Switzerland Ã‚Â» Spanien,161,40.463667,-3.74922
1127000,10373.71134,Flybridge,Apreamare power boats,"Used boat,Diesel",2013,19.4,5.6,108.64,GRP,Croatia (Hrvatska),95,45.1,15.2
1078000,10327.45109,Flybridge,Jeanneau power boats,"Used boat,Diesel",2017,19.33,5.4,104.382,GRP,Croatia (Hrvatska) Ã‚Â» INFO DD-YACHTING,66,45.1,15.2
1078000,8958.555462,Flybridge,Mochi Craft power boats,"Used boat,Diesel",2010,19.63,6.13,120.3319,GRP,Italy Ã‚Â» Lazio Ã‚Â» ROMA,92,41.9027835,12.4963655
1078000,7288.067986,Motor Yacht,Mangusta power boats,"Used boat,Diesel",2008,25.07,5.9,147.913,GRP,Italy Ã‚Â» La Spezia,97,44.1024504,9.8240826
1078000,8968.087584,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2010,22.26,5.4,120.204,GRP,Spain Ã‚Â» Mallorca Ã‚Â» Mallorca,220,39.6952629,3.0175712
1073590,12869.69552,Motor Yacht,Cranchi power boats,new boat from stock,2017,17.2,4.85,83.42,GRP,Netherlands Ã‚Â» onbekend,98,52.132633,5.291266
1073100,14470.06472,Motor Yacht,VanDutch power boats,Used boat,2018,16.48,4.5,74.16,GRP,Netherlands,97,52.132633,5.291266
995000,11450.57495,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2017,18.41,4.72,86.8952,GRP,United Kingdom Ã‚Â» Southampton,101,50.9105468,-1.4049018
995000,6383.762275,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2006,25.18,6.19,155.8642,GRP,United Kingdom Ã‚Â» Southampton,84,50.9105468,-1.4049018
995000,11704.89088,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2018,18.01,4.72,85.0072,GRP,Turkey Ã‚Â» Istanbul,65,41.0901852,28.8763439
1068200,9710.909091,Flybridge,Ferretti power boats,"Used boat,Diesel",2005,22,5,110,GRP,Croatia (Hrvatska) Ã‚Â» Dalmatia,79,45.1,15.2
1068200,8194.27536,Flybridge,Princess power boats,Used boat,2009,22.83,5.71,130.3593,GRP,"Latvia Ã‚Â» Riga, (LAT)",60,56.9676941,24.1056221
990000,8141.554494,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,22.56,5.39,121.5984,GRP,Montenegro Ã‚Â» Kotor,34,42.424662,18.771234
990000,10070.80078,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2014,19.2,5.12,98.304,GRP,Spain Ã‚Â» Mallorca Ã‚Â» Mallorca,42,39.6952629,3.0175712
1063300,9827.925802,Flybridge,Sunseeker power boats,"Used boat,Diesel",2011,21.09,5.13,108.1917,GRP,Croatia (Hrvatska),39,45.1,15.2
1058400,8389.513109,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,22.25,5.67,126.1575,GRP,Turkey Ã‚Â» Istanbul,59,41.0901852,28.8763439
975000,12282.04101,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2018,17.22,4.61,79.3842,GRP,Spain Ã‚Â» Sotogrande,60,36.2778457,-5.293075
1044680,13471.05093,Flybridge,Sessa power boats,"new boat from stock,Diesel",2020,16.5,4.7,77.55,GRP,Italy Ã‚Â» Toscana Ã‚Â» Toscana,78,43.7710513,11.2486208
1038109,14051.39998,Flybridge,Cranchi power boats,new boat from stock,2018,15.82,4.67,73.8794,GRP,Netherlands Ã‚Â» onbekend,149,52.132633,5.291266
1035845,15804.19698,Flybridge,Absolute power boats,"new boat from stock,Diesel",2007,14.63,4.48,65.5424,GRP,Germany Ã‚Â» Altenkrempe,48,54.130596,10.7784196
1035819,15803.80029,Flybridge,Absolute power boats,"new boat from stock,Diesel",2007,14.63,4.48,65.5424,GRP,Germany Ã‚Â» DÃƒÂœSSELDORF BOOT 2021,77,51.165691,10.451526
1032528,13975.85795,Sport Boat,Cranchi power boats,"new boat from stock,Diesel",2020,15.82,4.67,73.8794,GRP,"Austria Ã‚Â» Linz, San Girorgio di Nogaro",193,48.30694,14.28583
979020,13158.87097,Flybridge,Absolute power boats,"Used boat,Diesel",2019,16,4.65,74.4,GRP,Spain Ã‚Â» NÃƒÂ„HE PALMA,172,40.463667,-3.74922
979020,13158.87097,Flybridge,Absolute power boats,"Used boat,Diesel",2019,16,4.65,74.4,GRP,Spain Ã‚Â» cala d'or,95,39.372606,3.22914
978040,7231.279847,Flybridge,Fairline power boats,"Used boat,Diesel",2009,23.77,5.69,135.2513,GRP,France Ã‚Â» SÃƒÂ¼d,113,46.227638,2.213749
975100,10855.91503,Motor Yacht,Cranchi power boats,"Used boat,Diesel",2017,18.52,4.85,89.822,GRP,France,89,46.227638,2.213749
970200,9629.776675,Motor Yacht,Azimut power boats,"Used boat,Diesel",2012,20.15,5,100.75,GRP,Germany Ã‚Â» Frankreich,71,46.227638,2.213749
970200,7350,Motor Yacht,Elegance power boats,"Used boat,Diesel",2008,22,6,132,GRP,Netherlands,63,52.132633,5.291266
970200,10106.25,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2012,19.2,5,96,GRP,France Ã‚Â» Beaulieu-sur-Mer,27,43.7077201,7.3343701
970200,11906.04752,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,17.6,4.63,81.488,GRP,Germany Ã‚Â» Lake Constance Ã‚Â» Konstanz,227,47.6688613,9.1615886
970200,7826.453121,Flybridge,Princess power boats,"Used boat,Diesel",2010,22.58,5.49,123.9642,GRP,Montenegro,96,42.708678,19.37439
970200,9607.843137,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,20.4,4.95,100.98,GRP,Spain Ã‚Â» Mallorca Ã‚Â» Mallorca,149,39.6952629,3.0175712
970200,9607.843137,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,20.4,4.95,100.98,GRP,Spain,94,40.463667,-3.74922
970200,8081.363386,Motor Yacht,Maiora power boats,"Used boat,Diesel",2009,21.4,5.61,120.054,GRP,Italy Ã‚Â» Naples,30,40.8517983,14.26812
970200,7275.132275,Motor Yacht,Aicon power boats,"Used boat,Diesel",2010,22.68,5.88,133.3584,GRP,Croatia (Hrvatska),45,45.1,15.2
970200,9382.561317,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2012,21.06,4.91,103.4046,GRP,Malta Ã‚Â» Portomaso,70,35.9219677,14.4924616
970200,10035.91496,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2010,19.81,4.88,96.6728,GRP,Malta Ã‚Â» San ?iljan,49,35.9181297,14.4883442
970200,9806.289893,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2010,20.15,4.91,98.9365,GRP,Malta Ã‚Â» .,35,35.937496,14.375416
955500,12393.15685,Hardtop,Sessa power boats,"new boat from stock,Diesel",2020,16.3,4.73,77.099,GRP,Italy Ã‚Â» Toscana Ã‚Â» Toscana,79,43.7710513,11.2486208
946288,11208.09201,Motor Yacht,Galeon power boats,"new boat from stock,Diesel",2007,17.7,4.77,84.429,GRP,Germany Ã‚Â» AB WERFT,47,51.165691,10.451526
880000,6736.068585,Flybridge,Princess power boats,"Used boat,Diesel",2003,23,5.68,130.64,GRP,United Kingdom Ã‚Â» Nordsee Ã‚Â» Southhampton,137,50.9105468,-1.4049018
940800,9389.221557,Hardtop,Pershing power boats,"Used boat,Diesel",2008,20.04,5,100.2,GRP,Italy Ã‚Â» Fano,90,41.87194,12.56738
940800,13006.34972,Flybridge,Prestige Yachts power boats,Used boat,2018,16.11,4.49,72.3339,GRP,Netherlands,143,52.132633,5.291266
258000,2158.569521,Motor Yacht,Mochi Craft power boats,"new boat from stock,Diesel",2007,19.53,6.12,119.5236,GRP,Denmark Ã‚Â» Frankrig,45,56.26392,9.501785
931000,4767.122727,Motor Yacht,Monte Fino power boats,"Used boat,Diesel",1994,28.72,6.8,195.296,GRP,Spain,40,40.463667,-3.74922
931000,8984.925399,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2012,20.12,5.15,103.618,GRP,Spain Ã‚Â» Empuriabrava,43,42.245287,3.1264427
931000,9920.349503,Flybridge,Fairline power boats,"Used boat,Diesel",2013,19.35,4.85,93.8475,GRP,Spain Ã‚Â» Alicante,60,38.3459963,-0.4906855
931000,6486.90078,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,24,5.98,143.52,GRP,Spain Ã‚Â» Mallorca Ã‚Â» Mallorca,89,39.6952629,3.0175712
931000,8642.392467,Motor Yacht,Sessa power boats,"Used boat,Diesel",2014,21.04,5.12,107.7248,GRP,Malta Ã‚Â» Valetta,74,35.8989085,14.5145528
931000,8310.92686,Flybridge,Princess power boats,"Used boat,Diesel",2009,21.46,5.22,112.0212,GRP,Croatia (Hrvatska) Ã‚Â» Split,60,45.1,15.2
931000,9920.888639,Hardtop,Sessa power boats,"Used boat,Diesel",2014,19.23,4.88,93.8424,GRP,Italy Ã‚Â» auf Anfrage / on request /Mittelmeer,216,34.5531284,18.0480105
931000,7603.177818,Flybridge,Selene power boats,Used boat,2009,21.52,5.69,122.4488,GRP,Netherlands Ã‚Â» In verkoophaven,54,52.132633,5.291266
930020,9631.873566,Hardtop,Princess power boats,"Used boat,Diesel",2014,19.35,4.99,96.5565,GRP,France Ã‚Â» CÃƒÂ´te d'Azur Ã‚Â» Nice,133,43.7101728,7.2619532
930020,8810.344828,Hardtop,Pershing power boats,"Used boat,Diesel",2009,20.3,5.2,105.56,GRP,Neustadt in Holstein (Ostsee),2154,54.1018029,10.8153384
865000,11195.44003,Flybridge,Sunseeker power boats,"Used boat,Diesel",2018,16.76,4.61,77.2636,GRP,Portugal Ã‚Â» Vilamoura,91,37.0880677,-8.118806
926100,7735.620691,Flybridge,Mochi Craft power boats,Used boat,2007,19.53,6.13,119.7189,GRP,France Ã‚Â» onbekend,67,46.227638,2.213749
911400,6167.630429,Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",2005,23.95,6.17,147.7715,GRP,Italy,42,41.87194,12.56738
877100,20974.42225,Motor Yacht,Riva power boats,Used boat,2017,11.88,3.52,41.8176,GRP,Netherlands,241,52.132633,5.291266
877100,4700.882186,Motor Yacht,Mangusta power boats,"Used boat,Diesel",2003,28.27,6.6,186.582,GRP,France Ã‚Â» Cannes,187,43.552847,7.017369
877100,6484.965394,Motor Yacht,Fairline power boats,"Used boat,Diesel",2009,23.77,5.69,135.2513,GRP,France,148,46.227638,2.213749
874650,11858.05315,Runabout,Cobrey power boats,"Display Model,Diesel",2019,16,4.61,73.76,GRP,Germany Ã‚Â» Hilzingen,112,47.7655615,8.777936
873180,13643.4375,Motor Yacht,Princess power boats,"Used boat,Diesel",2015,16,4,64,GRP,Croatia (Hrvatska) Ã‚Â» Dalmatia,80,45.1,15.2
872200,8176.404857,Motor Yacht,Sessa power boats,"Used boat,Diesel",2011,21.04,5.07,106.6728,GRP,Croatia (Hrvatska),98,45.1,15.2
872200,7331.364742,Motor Yacht,Uniesse power boats,"Used boat,Diesel",2004,21.67,5.49,118.9683,GRP,Greece Ã‚Â» Paleo Faliro,29,37.927778,23.7036256
872200,10726.84787,Hardtop,Azimut power boats,"Used boat,Diesel",2015,17.3,4.7,81.31,GRP,Turkey Ã‚Â» Turchia,76,38.963745,35.243322
872200,9014.418729,Motor Yacht,Princess power boats,"Used boat,Diesel",2013,19.39,4.99,96.7561,GRP,Spain Ã‚Â» Mallorca Ã‚Â» Cala d'Or,111,39.372606,3.22914
871220,3630.083333,Mega Yacht,Cantieri di Pisa power boats,"Used boat,Diesel",1992,32,7.5,240,GRP,Greece,245,39.074208,21.824312
867741,15297.97647,Motor Yacht,BLUEGAME power boats,new boat from stock,2019,12.98,4.37,56.7226,GRP,Netherlands,108,52.132633,5.291266
862400,10145.88235,Flybridge,Absolute power boats,"Used boat,Diesel",2015,17,5,85,GRP,Croatia (Hrvatska) Ã‚Â» Split,129,45.1,15.2
862400,7098.818784,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,22.25,5.46,121.485,GRP,Italy,83,41.87194,12.56738
867300,12754.41176,Motor Yacht,Princess power boats,"Used boat,Diesel",2017,17,4,68,GRP,Greece,67,39.074208,21.824312
862400,11498.66667,Motor Yacht,Absolute power boats,"Used boat,Diesel",2016,15,5,75,GRP,Montenegro,92,42.708678,19.37439
861420,8749.315682,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,19.81,4.97,98.4557,GRP,France Ã‚Â» Port Grimaud,68,43.274308,6.521865
864500,11604.80569,Classic,Sunseeker power boats,"Used boat,Diesel",2014,15.85,4.7,74.495,GRP,Switzerland Ã‚Â» Lago Maggiore Ã‚Â» Minusio,912,46.1764501,8.8130107
799800,6553.073505,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2010,22.56,5.41,122.0496,GRP,Spain Ã‚Â» Eivissa-San Juan,81,38.9067339,1.4205983
845450.9,15584.63566,Sport Boat,Frauscher power boats,"new boat from stock,Diesel",2020,13.91,3.9,54.249,GRP,Switzerland Ã‚Â» Lake Constance Ã‚Â» Gottlieben,372,47.6635399,9.1348964
833000,7904.388216,Flybridge,Azimut power boats,"Used boat,Diesel",2011,20.15,5.23,105.3845,GRP,Italy Ã‚Â» Adria (IT) Ã‚Â» auf Anfrage / on request /Adria,167,41.87194,12.56738
833000,9800,Flybridge,Absolute power boats,"Used boat,Diesel",2015,17,5,85,GRP,Croatia (Hrvatska),73,45.1,15.2
833000,5631.688898,Hardtop,Overmarine power boats,"Used boat,Diesel",2006,25.07,5.9,147.913,GRP,Italy Ã‚Â» Lazio Ã‚Â» ROMA,141,41.9027835,12.4963655
833000,6549.869828,Motor Yacht,Princess power boats,"Used boat,Diesel",2007,22.43,5.67,127.1781,GRP,Turkey Ã‚Â» Bodrum,43,37.034407,27.43054
833000,11275.13217,Flybridge,Cranchi power boats,Used boat,2018,15.82,4.67,73.8794,GRP,Croatia (Hrvatska) Ã‚Â» onbekend,74,45.1,15.2
832020,8347.496313,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2011,20.3,4.91,99.673,GRP,Croatia (Hrvatska),26,45.1,15.2
832020,8138.905872,Hardtop,Absolute power boats,"Used boat,Diesel",2010,19.85,5.15,102.2275,GRP,Croatia (Hrvatska) Ã‚Â» INFO BOOTE RIEDL NOVIGRAD,68,45.3156571,13.5619471
832020,11502.49053,Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2018,16.11,4.49,72.3339,GRP,France Ã‚Â» Alpes Maritimes Ã‚Â» Toulon,112,43.9466791,7.179026
832020,6156.726358,Flybridge,Maiora power boats,Used boat,2008,23.3,5.8,135.14,GRP,"Croatia (Hrvatska) Ã‚Â» Trogir, (CRO)",42,43.516387,16.2501894
832020,5264.883062,Motor Yacht,Sunseeker power boats,Used boat,2000,26.56,5.95,158.032,GRP,Croatia (Hrvatska) Ã‚Â» onbekend,71,45.1,15.2
832020,10420.11334,Motor Yacht,Princess power boats,"Used boat,Diesel",2013,16.81,4.75,79.8475,GRP,Spain Ã‚Â» Baleares Ã‚Â» Port Andratx,81,39.5440685,2.3893846
832020,4943.625016,Flybridge,Tecnomar power boats,"Used boat,Diesel",2004,26.63,6.32,168.3016,GRP,Italy,47,41.87194,12.56738
827652.1,9853.00119,Catamaran,Fountaine Pajot power boats,"new boat from stock,Diesel",2007,14,6,84,GRP,Germany Ã‚Â» Ostsee Ã‚Â» Laboe bei Kiel,71,54.4022362,10.2255695
765000,9495.792061,Motor Yacht,Princess power boats,"Used boat,Diesel",2016,17.4,4.63,80.562,GRP,Turkey Ã‚Â» Bodrum,43,37.034407,27.43054
822220,7462.163703,Hardtop,Princess power boats,"Used boat,Diesel",2008,21.69,5.08,110.1852,GRP,Germany Ã‚Â» LÃƒÂ¼becker Bucht Ã‚Â» GrÃƒÂ¶mitz,243,51.165691,10.451526
784000,6222.222222,Flybridge,Sanlorenzo power boats,"Used boat,Diesel",2001,22.5,5.6,126,GRP,Italy,29,41.87194,12.56738
784000,10594.48006,Flybridge,Azimut power boats,"Used boat,Diesel",2015,15.88,4.66,74.0008,GRP,Portugal Ã‚Â» lisboa,76,38.7375703,-9.1245698
784000,12000.00612,Flybridge,Cranchi power boats,Used boat,2018,13.99,4.67,65.3333,GRP,Italy Ã‚Â» Campania Ã‚Â» Campania,142,40.6670887,15.1068113
784000,8248.290373,Trawler,Ocean Alexander power boats,"Used boat,Diesel",2010,19.01,5,95.05,GRP,France Ã‚Â» PACA,128,43.9351691,6.0679194
783020,7990,Flybridge,Sunseeker power boats,"Used boat,Diesel",2008,19.6,5,98,GRP,Turkey Ã‚Â» onbekend,88,38.963745,35.243322
783020,8242.315789,Motor Yacht,Princess power boats,"Used boat,Diesel",2010,19,5,95,GRP,Croatia (Hrvatska) Ã‚Â» Dalmatia,98,45.1,15.2
783020,7395.702479,Flybridge,Ferretti power boats,"Used boat,Diesel",2008,19.25,5.5,105.875,GRP,Croatia (Hrvatska) Ã‚Â» INFO BOOTE RIEDL SLOWENIEN,77,46.6019769,14.3093705
783020,6844.58042,Flybridge,Dominator power boats,"Used boat,Diesel",2008,20.8,5.5,114.4,GRP,Croatia (Hrvatska) Ã‚Â» INFO BOOTE RIEDL TROGIR,41,43.516387,16.2501894
783020,8711.227406,Flybridge,Princess power boats,"Used boat,Diesel",2012,18.61,4.83,89.8863,GRP,Croatia (Hrvatska) Ã‚Â» INFO BOOTE RIEDL DUBROVNIK,205,42.6506606,18.0944238
783020,7106.399045,Motor Yacht,Princess power boats,"Used boat,Diesel",2006,21.69,5.08,110.1852,GRP,Croatia (Hrvatska),52,45.1,15.2
783020,5190.237565,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2000,26.94,5.6,150.864,GRP,Croatia (Hrvatska),82,45.1,15.2
779100,8035.272277,Motor Yacht,Azimut power boats,"Used boat,Diesel",2008,19.2,5.05,96.96,GRP,Spain Ã‚Â» Denia,56,38.8387992,0.1050557
774200,7373.333333,Flybridge,Azimut power boats,"Used boat,Diesel",2008,21,5,105,GRP,Croatia (Hrvatska) Ã‚Â» Dalmatia,99,45.1,15.2
774200,4633.469908,Motor Yacht,Pershing power boats,"Used boat,Diesel",2000,26.82,6.23,167.0886,GRP,Italy Ã‚Â» I SÃƒÂ¼d,169,41.87194,12.56738
774200,5983.460855,Flybridge,Fairline power boats,Used boat,2006,22.7,5.7,129.39,GRP,"Croatia (Hrvatska) Ã‚Â» Sibenik, (CRO)",21,43.7350196,15.8952045
774200,6372.803227,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2009,22.25,5.46,121.485,GRP,Greece Ã‚Â» Paleo Faliro,58,37.927778,23.7036256
774200,9538.899786,Flybridge,Austin Parker power boats,"Used boat,Diesel",2013,16.04,5.06,81.1624,GRP,Italy Ã‚Â» Toscana Ã‚Â» Toscana,64,43.7710513,11.2486208
774200,6732.173913,Motor Yacht,Fipa Italiana power boats,"Used boat,Diesel",2008,23,5,115,GRP,Croatia (Hrvatska) Ã‚Â» Istra,31,45.1,15.2
753620,8476.974646,Flybridge,Azimut power boats,"Used boat,Diesel",2008,17.96,4.95,88.902,GRP,Netherlands Ã‚Â» Op aanvraag - Auf Anfrage - On request,56,52.132633,5.291266
751660,11254.55177,Motor Yacht,Fairline power boats,"new boat from stock,Diesel",2007,15.46,4.32,66.7872,GRP,Germany Ã‚Â» Ostsee Ã‚Â» OSTSEE / DEUTSCHLAND,186,51.165691,10.451526
748720,10362.61972,Motor Yacht,Galeon power boats,"new boat from stock,Diesel",2007,16.2,4.46,72.252,GRP,Germany Ã‚Â» AB WERFT,74,51.165691,10.451526
735000,6084.537823,Hardtop,Riva power boats,Used boat,2000,22.37,5.4,120.798,GRP,Italy Ã‚Â» Sardegna Ã‚Â» Sardegna,92,39.233497,9.096036
735000,5558.076225,Motor Yacht,Canados power boats,"Used boat,Diesel",2007,22.8,5.8,132.24,GRP,Italy Ã‚Â» Rom,92,41.87194,12.56738
735000,7135.92233,Motor Yacht,Absolute power boats,"Used boat,Diesel",2010,20,5.15,103,GRP,Croatia (Hrvatska),50,45.1,15.2
735000,5500.179598,Motor Yacht,EVO power boats,"Used boat,Diesel",2008,23.04,5.8,133.632,GRP,Italy,68,41.87194,12.56738
735000,7712.486884,Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2010,19.06,5,95.3,GRP,Croatia (Hrvatska),65,45.1,15.2
735000,5190.677966,Flybridge,Maiora power boats,Used boat,2001,24,5.9,141.6,GRP,Netherlands Ã‚Â» Willemstad,137,51.6919469,4.4379073
735000,6847.917534,Motor Yacht,Azimut power boats,"Used boat,Diesel",2009,21.17,5.07,107.3319,GRP,Turkey Ã‚Â» GÃƒÂ¶cek,91,38.963745,35.243322
